timestamp,smoke,voc,co,flame,temp,hum
1181680,299,695,51,158,38.19,100.00
1181780,299,695,49,159,38.10,100.00
1181880,299,696,49,160,38.01,100.00
1181980,299,695,50,159,37.99,100.00
1182080,299,696,48,161,38.01,100.00
1182180,299,696,49,160,38.03,100.00
1182280,299,696,50,161,38.04,100.00
1182380,299,697,48,161,38.06,100.00
1182480,298,697,48,161,38.04,100.00
1182580,299,697,50,161,38.02,100.00
1182680,299,698,48,161,38.00,100.00
1182780,299,698,47,161,37.96,100.00
1182880,298,697,48,162,37.86,100.00
1182980,298,698,48,161,37.74,100.00
1183080,298,696,49,162,37.61,99.27
1183180,298,697,50,162,37.49,97.96
1183280,297,698,47,161,37.38,97.06
1183380,297,698,48,162,37.27,96.61
1183480,297,699,47,162,37.24,97.04
1183580,297,699,49,162,37.21,97.82
1183680,297,699,48,162,37.20,98.30
1183780,296,698,47,162,37.16,98.30
1183880,296,698,48,162,37.13,98.49
1183980,295,698,48,163,37.10,98.85
1184080,295,698,49,163,37.09,99.00
1184180,295,698,48,163,37.03,98.62
1184280,296,697,48,164,37.01,99.35
1184380,296,697,48,164,37.11,100.00
1184480,296,697,47,164,37.32,100.00
1184580,297,697,48,164,37.55,100.00
1184680,297,698,47,165,37.73,100.00
1184780,297,698,48,165,37.89,100.00
1184880,297,697,48,166,38.02,100.00
1184980,297,697,47,166,38.18,100.00
1185080,297,697,47,167,38.37,100.00
1185180,297,697,48,168,38.52,100.00
1185280,297,697,48,168,38.63,100.00
1185380,297,697,47,170,38.72,100.00
1185480,297,697,49,169,38.81,100.00
1185580,297,697,47,170,38.86,100.00
1185680,297,695,47,170,38.87,100.00
1185780,297,695,48,171,38.85,100.00
1185880,297,696,47,171,38.81,100.00
1185980,297,696,47,172,38.81,100.00
1186080,297,696,47,173,38.90,100.00
1186180,297,697,47,172,39.07,100.00
1186280,298,698,47,173,39.25,100.00
1186380,298,697,47,173,39.37,100.00
1186480,298,698,47,174,39.40,100.00
1186580,298,697,48,174,39.37,100.00
1186680,297,697,47,174,39.31,100.00
1186780,298,698,46,174,39.36,100.00
1186880,298,699,47,175,39.48,100.00
1186980,298,700,46,175,39.60,100.00
1187080,298,700,47,175,39.73,100.00
1187180,298,700,48,176,39.84,100.00
1187280,298,700,47,176,39.96,100.00
1187380,298,701,47,176,40.16,100.00
1187480,298,701,46,177,40.36,100.00
1187580,298,701,47,177,40.47,100.00
1187680,298,701,46,176,40.49,100.00
1187780,298,701,48,177,40.49,100.00
1187880,298,702,47,177,40.42,100.00
1187980,298,702,46,176,40.30,100.00
1188080,299,702,47,177,40.20,100.00
1188180,298,702,46,176,40.11,100.00
1188280,298,701,47,176,40.02,100.00
1188380,298,702,47,175,39.95,100.00
1188480,299,702,46,175,40.01,100.00
1188580,298,702,47,175,40.13,100.00
1188680,298,702,46,174,40.19,100.00
1188780,298,702,47,174,40.13,100.00
1188880,299,702,46,174,40.03,100.00
1188980,299,703,46,173,39.91,100.00
1189080,298,702,46,173,39.76,100.00
1189180,298,702,46,173,39.63,100.00
1189280,298,701,47,173,39.48,100.00
1189380,298,702,46,174,39.34,100.00
1189480,298,701,47,173,39.20,100.00
1189580,298,700,46,174,39.03,100.00
1189680,297,700,46,173,38.87,100.00
1189780,297,699,47,173,38.69,100.00
1189880,296,699,46,174,38.54,100.00
1189980,296,698,46,174,38.41,100.00
1190080,296,697,47,174,38.27,99.20
1190180,295,697,46,175,38.14,98.45
1190280,296,697,47,174,38.00,97.85
1190380,295,696,47,174,37.88,97.41
1190480,295,696,47,175,37.75,96.88
1190580,296,695,46,174,37.63,96.70
1190680,296,694,47,174,37.55,97.65
1190780,296,693,47,175,37.53,99.05
1190880,296,695,46,175,37.52,99.81
1190980,296,695,47,175,37.50,100.00
1191080,297,695,46,176,37.47,100.00
1191180,297,696,48,177,37.46,100.00
1191280,297,697,47,177,37.42,100.00
1191380,297,697,47,177,37.38,100.00
