timestamp,smoke,voc,co,flame,temp,hum
1220880,306,682,508,115,15.70,77.82
1220980,306,682,492,118,15.69,77.83
1221080,308,683,480,110,15.70,77.83
1221180,308,681,484,107,15.70,77.84
1221280,308,681,488,113,15.69,77.84
1221380,310,682,495,118,15.70,77.85
1221480,309,681,495,103,15.69,77.83
1221580,310,681,492,99,15.69,77.86
1221680,309,681,489,109,15.71,77.84
1221780,309,680,488,98,15.71,77.85
1221880,308,681,487,108,15.69,77.85
1221980,308,680,488,111,15.70,77.87
1222080,307,680,486,108,15.71,77.84
1222180,308,679,483,132,15.71,77.82
1222280,306,680,484,105,15.70,77.89
1222380,306,679,496,107,15.70,77.87
1222480,305,680,506,80,15.71,77.85
1222580,305,678,507,83,15.70,77.85
1222680,305,678,502,85,15.71,77.89
1222780,305,679,493,97,15.69,77.87
1222880,305,679,483,113,15.71,77.89
1222980,305,678,481,104,15.71,77.89
1223080,307,679,492,111,15.71,77.88
1223180,309,678,514,115,15.71,77.90
1223280,309,677,519,73,15.71,77.88
1223380,310,678,520,94,15.72,77.88
1223480,309,678,511,88,15.70,77.86
1223580,309,679,503,112,15.69,77.92
1223680,309,680,493,100,15.71,77.92
1223780,309,681,480,114,15.70,77.92
1223880,308,683,468,92,15.70,77.90
1223980,306,684,460,93,15.71,77.94
1224080,307,686,469,91,15.72,77.90
1224180,306,686,488,96,15.69,77.90
1224280,306,688,507,109,15.71,77.91
1224380,306,689,522,104,15.71,77.90
1224480,306,690,531,119,15.69,77.90
1224580,307,690,530,90,15.71,77.90
1224680,308,691,526,113,15.70,77.92
1224780,307,691,518,122,15.70,77.93
1224880,308,690,504,125,15.71,77.89
1224980,307,691,493,138,15.69,77.89
1225080,308,690,481,126,15.70,77.93
1225180,309,692,482,113,15.69,77.90
1225280,309,692,486,127,15.69,77.91
1225380,310,690,485,98,15.69,77.91
1225480,310,691,482,109,15.69,77.93
1225580,310,690,481,103,15.70,77.94
1225680,311,690,478,116,15.70,77.97
1225780,310,691,474,112,15.70,77.95
1225880,310,691,469,114,15.70,77.96
1225980,309,690,461,122,15.70,77.95
1226080,309,691,453,126,15.71,77.96
1226180,309,690,449,122,15.70,77.95
1226280,308,691,441,133,15.71,77.96
1226380,307,690,437,109,15.69,77.95
1226480,306,691,433,101,15.70,77.99
1226580,307,691,428,114,15.70,77.95
1226680,306,690,423,109,15.70,77.98
1226780,306,690,421,104,15.69,78.01
1226880,305,691,415,110,15.71,78.02
1226980,305,691,411,111,15.70,77.98
1227080,304,690,410,109,15.70,77.98
1227180,304,689,406,110,15.71,78.02
1227280,303,689,404,101,15.70,77.99
1227380,301,688,406,116,15.72,77.98
1227480,301,690,398,123,15.71,77.98
1227580,300,688,401,113,15.69,78.03
1227680,300,690,398,111,15.71,78.00
1227780,300,689,395,119,15.70,78.03
1227880,298,689,394,119,15.69,78.03
1227980,298,689,391,119,15.71,78.02
1228080,296,688,395,114,15.69,78.03
1228180,297,688,385,116,15.69,78.04
1228280,295,687,385,113,15.70,78.03
1228380,294,687,383,112,15.70,78.03
1228480,294,686,381,114,15.69,78.02
1228580,294,686,379,114,15.68,78.00
1228680,292,686,224,118,15.69,78.00
1228780,291,685,224,117,15.70,78.01
1228880,291,685,236,117,15.69,78.02
1228980,291,686,251,121,15.69,78.02
1229080,290,686,240,124,15.70,78.02
1229180,288,684,250,121,15.68,77.99
1229280,288,684,231,127,15.69,78.01
1229380,287,684,219,124,15.67,78.02
1229480,287,684,239,126,15.69,78.03
1229580,286,683,229,122,15.70,78.03
1229680,285,683,221,128,15.71,78.04
1229780,284,682,227,124,15.69,78.05
1229880,283,682,226,119,15.68,78.01
1229980,283,683,233,116,15.69,78.02
1230080,283,681,238,113,15.71,78.05
1230180,282,682,241,112,15.69,78.06
1230280,282,680,343,112,15.69,78.02
1230380,280,681,373,112,15.68,78.05
1230480,280,681,349,108,15.69,78.03
1230580,279,679,364,109,15.70,78.05
1230680,280,679,336,108,15.69,78.02
