timestamp,smoke,voc,co,flame,temp,hum
3860131,47,298,337,1,16.34,71.88
3860231,48,296,338,1,16.32,71.92
3860331,48,297,338,3,16.34,71.95
3860431,47,297,338,2,16.33,71.93
3860531,47,298,338,0,16.32,71.94
3860631,47,298,338,2,16.33,71.95
3860731,48,298,339,4,16.32,71.97
3860831,48,298,338,1,16.30,71.95
3860931,47,297,338,2,16.31,71.96
3861031,47,297,338,2,16.32,72.01
3861131,47,297,339,0,16.32,72.03
3861231,46,297,340,1,16.31,72.03
3861331,48,298,339,2,16.31,72.03
3861431,47,297,338,2,16.31,72.03
3861531,48,297,338,2,16.33,72.04
3861631,46,297,338,0,16.30,72.05
3861731,47,297,338,1,16.29,72.11
3861831,49,298,338,2,16.30,72.07
3861931,46,297,338,1,16.30,72.07
3862031,48,298,338,0,16.29,72.11
3862131,46,298,337,3,16.31,72.08
3862231,48,297,338,2,16.30,72.11
3862331,46,297,338,0,16.29,72.10
3862431,47,297,338,1,16.30,72.10
3862531,48,298,338,1,16.30,72.12
3862631,47,298,339,2,16.30,72.14
3862731,46,297,338,3,16.30,72.14
3862831,47,297,338,2,16.30,72.15
3862931,45,296,338,2,16.29,72.14
3863031,48,297,338,2,16.30,72.17
3863131,46,297,338,1,16.29,72.19
3863231,47,297,339,2,16.30,72.17
3863331,47,298,338,2,16.30,72.16
3863431,47,298,338,1,16.30,72.16
3863531,47,297,338,1,16.30,72.19
3863631,48,297,338,2,16.30,72.19
3863731,48,297,339,3,16.29,72.16
3863831,48,297,338,1,16.29,72.20
3863931,47,297,338,0,16.29,72.19
3864031,47,297,338,1,16.29,72.18
3864131,48,297,338,2,16.29,72.19
3864231,48,297,338,2,16.29,72.19
3864331,47,297,338,1,16.29,72.21
3864431,47,297,338,1,16.29,72.21
3864531,47,297,338,2,16.29,72.20
3864631,47,297,338,1,16.30,72.23
3864731,47,297,338,6,16.30,72.23
3864831,47,297,339,1,16.28,72.25
3864931,45,296,338,3,16.29,72.22
3865031,48,297,338,0,16.28,72.22
3865131,46,296,339,0,16.27,72.24
3865231,47,297,339,0,16.26,72.27
3865331,47,297,339,2,16.29,72.23
3865431,45,296,338,1,16.28,72.25
3865531,47,297,338,0,16.30,72.22
3865631,47,297,338,2,16.29,72.21
3865731,48,296,338,0,16.29,72.21
3865831,48,296,338,0,16.29,72.25
3865931,48,297,338,1,16.29,72.24
3866031,48,297,338,2,16.30,72.23
3866131,47,296,337,1,16.29,72.21
3866231,47,296,338,1,16.28,72.23
3866331,49,296,337,0,16.30,72.23
3866431,48,296,338,2,16.27,72.24
3866531,47,296,338,0,16.28,72.23
3866631,47,297,338,0,16.27,72.25
3866731,48,297,337,0,16.29,72.27
3866831,48,297,338,0,16.27,72.26
3866931,46,296,337,6,16.29,72.28
3867031,48,297,338,1,16.28,72.25
3867131,48,297,339,0,16.28,72.27
3867231,48,297,338,1,16.28,72.25
3867331,46,296,338,0,16.28,72.23
3867431,47,296,338,1,16.28,72.26
3867531,47,296,338,1,16.28,72.25
3867631,48,296,338,1,16.30,72.27
3867731,46,296,338,1,16.30,72.22
3867831,46,295,337,3,16.29,72.27
3867931,48,296,338,2,16.28,72.25
3868031,45,296,337,6,16.28,72.27
3868131,49,296,337,2,16.30,72.25
3868231,48,296,337,0,16.29,72.25
3868331,47,295,337,2,16.30,72.24
3868431,47,296,336,0,16.29,72.24
3868531,47,296,337,4,16.29,72.23
3868631,47,295,337,3,16.29,72.26
3868731,48,296,337,1,16.29,72.28
3868831,46,295,337,0,16.29,72.24
3868931,47,295,337,2,16.28,72.26
3869031,47,295,337,0,16.28,72.27
3869131,48,296,338,1,16.28,72.24
3869231,47,295,337,0,16.28,72.28
3869331,46,295,337,2,16.27,72.26
3869431,48,296,337,2,16.29,72.27
3869531,47,296,337,1,16.29,72.28
3869631,48,296,337,8,16.28,72.30
3869731,48,296,337,0,16.27,72.28
3869831,48,296,337,0,16.28,72.28
3869931,46,295,338,2,16.28,72.31
