timestamp,smoke,voc,co,flame,temp,hum
3980031,43,269,316,2,15.79,75.13
3980131,43,267,315,1,15.80,75.10
3980231,41,268,315,1,15.78,75.13
3980331,42,268,316,1,15.79,75.13
3980431,40,269,316,2,15.79,75.16
3980531,42,269,316,2,15.78,75.16
3980631,43,268,316,0,15.80,75.17
3980731,43,268,316,1,15.79,75.15
3980831,43,269,316,2,15.78,75.19
3980931,41,269,316,1,15.79,75.16
3981031,43,268,316,0,15.80,75.20
3981131,41,269,317,1,15.79,75.16
3981231,42,268,316,3,15.78,75.16
3981331,43,269,316,2,15.79,75.18
3981431,42,269,316,2,15.79,75.16
3981531,41,268,315,0,15.79,75.16
3981631,41,268,316,0,15.80,75.14
3981731,43,268,316,7,15.81,75.16
3981831,42,268,316,2,15.80,75.14
3981931,44,269,317,2,15.79,75.19
3982031,43,267,315,4,15.81,75.17
3982131,43,268,314,0,15.80,75.19
3982231,44,269,315,2,15.79,75.15
3982331,43,268,315,0,15.79,75.19
3982431,43,268,315,0,15.81,75.22
3982531,42,267,315,1,15.79,75.20
3982631,42,267,314,0,15.79,75.19
3982731,43,268,316,2,15.79,75.18
3982831,42,268,315,0,15.78,75.19
3982931,43,268,315,1,15.78,75.20
3983031,43,269,316,2,15.79,75.23
3983131,43,268,316,2,15.78,75.22
3983231,42,268,315,1,15.79,75.21
3983331,42,268,314,3,15.78,75.23
3983431,43,267,314,0,15.78,75.21
3983531,41,267,313,0,15.78,75.21
3983631,42,267,313,0,15.78,75.18
3983731,43,267,314,2,15.78,75.23
3983831,41,268,313,1,15.78,75.24
3983931,43,268,315,0,15.78,75.24
3984031,43,267,314,2,15.80,75.21
3984131,42,266,312,1,15.78,75.24
3984231,43,268,313,4,15.77,75.22
3984331,42,267,312,1,15.77,75.26
3984431,43,268,314,3,15.78,75.25
3984531,40,267,313,0,15.78,75.23
3984631,41,267,314,1,15.76,75.27
3984731,42,268,314,1,15.78,75.26
3984831,42,267,313,2,15.79,75.28
3984931,41,268,313,0,15.79,75.27
3985031,42,266,313,5,15.79,75.27
3985131,43,266,313,3,15.78,75.27
3985231,43,266,313,2,15.78,75.25
3985331,43,266,314,1,15.79,75.26
3985431,40,268,313,0,15.78,75.29
3985531,41,268,314,1,15.78,75.26
3985631,42,268,315,2,15.77,75.27
3985731,43,267,313,1,15.78,75.28
3985831,42,268,313,6,15.77,75.30
3985931,43,267,312,0,15.76,75.30
3986031,44,268,312,0,15.78,75.27
3986131,40,267,312,0,15.77,75.31
3986231,43,267,312,2,15.78,75.32
3986331,44,267,311,0,15.78,75.29
3986431,41,267,311,3,15.76,75.34
3986531,41,267,312,1,15.77,75.28
3986631,43,267,312,1,15.76,75.27
3986731,43,267,312,0,15.77,75.29
3986831,44,267,310,4,15.77,75.33
3986931,42,267,311,0,15.78,75.29
3987031,42,266,312,2,15.76,75.29
3987131,43,266,312,2,15.77,75.30
3987231,41,266,313,2,15.78,75.32
3987331,39,266,312,2,15.78,75.31
3987431,40,266,312,2,15.79,75.31
3987531,43,267,311,0,15.77,75.32
3987631,40,266,311,3,15.75,75.32
3987731,43,266,311,2,15.76,75.29
3987831,41,266,311,2,15.77,75.32
3987931,44,267,311,9,15.79,75.32
3988031,43,267,311,1,15.77,75.31
3988131,42,265,311,2,15.77,75.30
3988231,43,267,311,3,15.77,75.31
3988331,43,266,310,0,15.76,75.28
3988431,43,266,310,1,15.75,75.28
3988531,42,267,311,0,15.75,75.28
3988631,42,266,311,1,15.76,75.32
3988731,43,265,310,2,15.76,75.31
3988831,41,266,311,3,15.77,75.31
3988931,40,266,310,1,15.77,75.29
3989031,42,266,311,1,15.76,75.30
3989131,43,266,311,2,15.76,75.28
3989231,42,266,311,0,15.77,75.31
3989331,42,266,311,0,15.77,75.33
3989431,43,266,310,1,15.76,75.33
3989531,42,265,310,2,15.77,75.33
3989631,41,266,310,2,15.76,75.31
3989731,42,265,311,2,15.76,75.30
3989831,41,265,311,3,15.78,75.33
