timestamp,smoke,voc,co,flame,temp,hum
3896131,47,287,330,3,16.13,73.17
3896231,47,288,329,1,16.12,73.18
3896331,46,288,330,0,16.12,73.20
3896431,46,287,331,1,16.12,73.21
3896531,45,287,331,4,16.12,73.21
3896631,45,287,331,2,16.12,73.19
3896731,46,287,331,2,16.11,73.21
3896831,45,287,331,4,16.11,73.23
3896931,46,288,332,0,16.11,73.24
3897031,46,287,331,1,16.11,73.26
3897131,44,287,332,2,16.12,73.27
3897231,47,288,331,1,16.11,73.28
3897331,44,287,332,1,16.11,73.28
3897431,46,287,332,2,16.10,73.30
3897531,46,287,333,2,16.09,73.27
3897631,45,287,333,0,16.10,73.29
3897731,43,286,333,2,16.09,73.30
3897831,45,287,333,2,16.09,73.34
3897931,45,287,333,2,16.09,73.35
3898031,45,286,333,3,16.08,73.35
3898131,46,287,332,3,16.09,73.35
3898231,46,286,333,3,16.08,73.34
3898331,46,287,334,2,16.07,73.39
3898431,46,287,334,3,16.07,73.38
3898531,45,287,334,1,16.08,73.41
3898631,44,285,334,1,16.08,73.39
3898731,46,286,333,3,16.09,73.43
3898831,46,287,334,4,16.08,73.43
3898931,44,286,334,4,16.07,73.41
3899031,46,287,334,0,16.05,73.47
3899131,46,287,335,2,16.06,73.45
3899231,46,287,334,6,16.07,73.47
3899331,46,287,334,0,16.06,73.46
3899431,46,287,334,2,16.05,73.49
3899531,47,287,334,1,16.06,73.49
3899631,45,286,334,1,16.05,73.51
3899731,46,286,335,2,16.05,73.53
3899831,44,286,335,2,16.05,73.51
3899931,44,286,335,2,16.05,73.52
3900031,46,287,335,2,16.05,73.52
3900131,44,286,334,0,16.04,73.55
3900231,46,287,334,1,16.04,73.54
3900331,44,286,335,2,16.04,73.58
3900431,46,287,334,4,16.04,73.51
3900531,46,286,334,2,16.03,73.54
3900631,44,285,334,0,16.03,73.57
3900731,45,286,335,3,16.03,73.55
3900831,43,285,334,1,16.04,73.56
3900931,46,286,335,1,16.03,73.56
3901031,43,286,334,0,16.02,73.58
3901131,45,286,335,2,16.03,73.58
3901231,44,286,334,0,16.03,73.59
3901331,46,286,334,0,16.03,73.55
3901431,45,285,335,3,16.03,73.57
3901531,46,286,334,1,16.03,73.58
3901631,44,285,334,0,16.04,73.60
3901731,46,285,334,0,16.04,73.59
3901831,46,286,334,2,16.04,73.60
3901931,46,286,334,3,16.04,73.59
3902031,46,286,334,2,16.04,73.62
3902131,46,285,334,1,16.04,73.60
3902231,46,285,334,1,16.05,73.65
3902331,45,286,334,1,16.04,73.62
3902431,45,286,334,2,16.03,73.62
3902531,44,286,333,0,16.03,73.63
3902631,47,285,334,2,16.02,73.62
3902731,46,286,334,2,16.03,73.62
3902831,45,285,334,0,16.04,73.59
3902931,46,285,334,0,16.02,73.63
3903031,45,286,334,2,16.02,73.61
3903131,46,285,335,0,16.03,73.65
3903231,46,286,335,0,16.03,73.65
3903331,44,285,334,5,16.03,73.60
3903431,45,285,334,3,16.04,73.62
3903531,46,285,334,0,16.03,73.64
3903631,46,285,334,1,16.02,73.60
3903731,46,284,335,0,16.01,73.59
3903831,45,285,334,0,16.03,73.59
3903931,46,284,334,0,16.02,73.58
3904031,46,285,333,3,16.01,73.60
3904131,44,285,333,4,16.03,73.62
3904231,46,285,334,3,16.01,73.62
3904331,45,285,334,2,16.02,73.64
3904431,46,284,334,1,16.01,73.64
3904531,45,285,334,2,16.02,73.65
3904631,47,284,334,0,16.01,73.66
3904731,46,285,334,0,16.01,73.66
3904831,43,285,334,1,16.02,73.66
3904931,45,285,334,1,16.01,73.64
3905031,45,284,334,0,16.02,73.69
3905131,46,284,335,0,16.03,73.69
3905231,47,284,335,0,16.01,73.67
3905331,46,285,334,5,16.01,73.69
3905431,46,284,334,1,16.01,73.69
3905531,46,284,334,2,16.02,73.70
3905631,45,285,334,0,16.00,73.70
3905731,44,285,334,2,16.02,73.72
3905831,45,284,334,1,16.00,73.72
3905931,43,284,334,4,16.00,73.71
