time_ms,sensor,value
3035,CO,156.0
4047,CO,224.0
5059,CO,346.0
6071,CO,278.0
7083,CO,244.0
8095,CO,310.0
9107,CO,304.0
10119,CO,254.0
11132,CO,274.0
12145,CO,468.0
13158,CO,388.0
14171,CO,304.0
15184,CO,287.0
16197,CO,332.0
17210,CO,394.0
18223,CO,321.0
19236,CO,279.0
20249,CO,376.0
21262,CO,381.0
22275,CO,318.0
23288,CO,290.0
24301,CO,429.0
25314,CO,354.0
26327,CO,306.0
27340,CO,322.0
28353,CO,368.0
29366,CO,279.0
