time_ms,sensor,value
5069,Flame,38.0
6083,Flame,45.0
7097,Flame,44.0
8111,Flame,39.0
9125,Flame,43.0
10139,Flame,41.0
11154,Flame,42.0
12169,Flame,55.0
13184,Flame,59.0
14199,Flame,53.0
15214,Flame,65.0
16229,Flame,43.0
17244,Flame,53.0
18259,Flame,46.0
19274,Flame,46.0
20289,Flame,40.0
21304,Flame,45.0
22319,Flame,41.0
23334,Flame,38.0
24349,Flame,36.0
25364,Flame,41.0
26379,Flame,42.0
27394,Flame,45.0
28409,Flame,55.0
29424,Flame,52.0
30439,Flame,58.0
31454,Flame,49.0
32469,Flame,46.0
33484,Flame,55.0
34499,Flame,54.0
35514,Flame,44.0
36529,Flame,41.0
37544,Flame,41.0
38559,Flame,44.0
39574,Flame,45.0
40589,Flame,44.0
41604,Flame,43.0
42619,Flame,41.0
43634,Flame,39.0
44649,Flame,40.0
45664,Flame,42.0
46679,Flame,41.0
47694,Flame,42.0
48709,Flame,41.0
49724,Flame,39.0
50739,Flame,40.0
51754,Flame,41.0
52769,Flame,39.0
53784,Flame,38.0
54799,Flame,43.0
55814,Flame,39.0
56829,Flame,37.0
57844,Flame,38.0
58859,Flame,38.0
59874,Flame,38.0
60889,Flame,36.0
61904,Flame,36.0
62919,Flame,46.0
63934,Flame,45.0
64949,Flame,46.0
65964,Flame,39.0
66979,Flame,56.0
67994,Flame,51.0
69009,Flame,36.0
70024,Flame,42.0
71039,Flame,41.0
72054,Flame,40.0
73069,Flame,40.0
74084,Flame,36.0
75099,Flame,39.0
76114,Flame,45.0
77129,Flame,43.0
78144,Flame,43.0
79159,Flame,49.0
80174,Flame,41.0
81189,Flame,40.0
82204,Flame,37.0
83219,Flame,41.0
84234,Flame,49.0
85249,Flame,42.0
86264,Flame,45.0
87279,Flame,47.0
88294,Flame,40.0
89309,Flame,47.0
90324,Flame,48.0
91339,Flame,50.0
92354,Flame,36.0
93369,Flame,32.0
94384,Flame,32.0
95399,Flame,37.0
96414,Flame,31.0
97429,Flame,33.0
98444,Flame,57.0
99459,Flame,51.0
100474,Flame,51.0
101490,Flame,56.0
102506,Flame,33.0
103522,Flame,35.0
104538,Flame,41.0
105554,Flame,37.0
106570,Flame,46.0
107586,Flame,37.0
108602,Flame,35.0
109618,Flame,34.0
110634,Flame,32.0
111650,Flame,33.0
112666,Flame,35.0
113682,Flame,36.0
114698,Flame,35.0
115714,Flame,31.0
116730,Flame,32.0
117746,Flame,38.0
118762,Flame,34.0
119778,Flame,41.0
120794,Flame,36.0
121810,Flame,39.0
122826,Flame,39.0
123842,Flame,38.0
124858,Flame,39.0
125874,Flame,37.0
126890,Flame,34.0
127906,Flame,35.0
128922,Flame,33.0
129938,Flame,41.0
130954,Flame,36.0
131970,Flame,43.0
132986,Flame,57.0
134002,Flame,73.0
135018,Flame,48.0
136034,Flame,34.0
137050,Flame,40.0
138066,Flame,45.0
139082,Flame,65.0
140098,Flame,52.0
141114,Flame,46.0
142130,Flame,40.0
143146,Flame,38.0
144162,Flame,33.0
145178,Flame,45.0
146194,Flame,34.0
147210,Flame,37.0
148226,Flame,35.0
149242,Flame,36.0
150258,Flame,34.0
151274,Flame,36.0
152290,Flame,37.0
153306,Flame,35.0
154322,Flame,42.0
155338,Flame,58.0
156354,Flame,39.0
157370,Flame,48.0
158386,Flame,50.0
159402,Flame,42.0
160418,Flame,36.0
161434,Flame,40.0
162450,Flame,46.0
163466,Flame,45.0
164482,Flame,57.0
165498,Flame,54.0
166514,Flame,45.0
167530,Flame,34.0
168546,Flame,36.0
169562,Flame,45.0
170578,Flame,38.0
171594,Flame,34.0
172610,Flame,36.0
173626,Flame,34.0
174642,Flame,38.0
175658,Flame,37.0
176674,Flame,39.0
177690,Flame,38.0
178706,Flame,38.0
179722,Flame,44.0
180738,Flame,38.0
181754,Flame,43.0
182770,Flame,56.0
183786,Flame,43.0
