156524,75,400,220,16,22.73,34.83
156689,75,401,305,17,22.74,34.87
156854,75,401,253,17,22.73,34.85
157019,75,401,204,17,22.75,34.87
157184,74,401,227,17,22.74,34.89
157349,75,401,247,17,22.74,34.92
157514,75,401,254,27,22.73,34.94
157679,75,401,254,18,22.74,34.94
157844,75,401,303,18,22.76,34.92
158009,75,401,274,18,22.76,34.96
158174,75,401,237,17,22.76,34.94
[AI Probe] Fire: 0.24 | No-Fire: 0.02 | Flame: 17.00
158371,75,401,248,17,22.72,34.98
158536,74,401,193,17,22.75,34.92
158701,75,401,190,17,22.73,34.96
158866,75,400,239,17,22.74,34.94
159031,75,400,223,17,22.74,34.98
159196,75,401,204,17,22.75,34.99
159361,75,401,226,17,22.74,35.01
159526,75,400,239,17,22.74,35.06
159691,74,401,233,17,22.75,35.11
159856,75,400,227,16,22.74,35.19
160021,75,401,223,16,22.74,35.21
160186,74,401,242,17,22.75,35.22
160351,75,401,289,17,22.75,35.26
160516,75,401,210,17,22.76,35.25
160681,75,400,272,17,22.73,35.23
160846,74,400,269,17,22.76,35.25
161011,75,400,324,17,22.75,35.26
161176,74,400,241,16,22.75,35.31
161341,74,400,252,17,22.76,35.36
161506,75,400,287,17,22.76,35.36
[AI Probe] Fire: 0.99 | No-Fire: 0.00 | Flame: 17.00
[Suppressing] AI thinks Fire, but physical sensors see no Smoke/Flame (likely Sunlight).
161710,75,400,213,16,22.72,35.42
161875,75,400,213,17,22.75,35.39
162040,75,401,273,17,22.74,35.38
162205,75,401,342,17,22.74,35.36
162370,75,401,216,17,22.74,35.32
162535,74,401,240,16,22.74,35.25
162700,75,402,332,17,22.75,35.24
162865,74,401,228,17,22.73,35.23
163030,75,401,194,17,22.75,35.20
163195,75,401,251,17,22.76,35.21
163360,75,401,274,17,22.75,35.14
163525,74,401,218,17,22.77,35.16
163690,74,401,226,17,22.75,35.11
163855,74,401,243,16,22.74,35.14
164020,75,401,293,17,22.74,35.14
164185,75,401,237,17,22.76,35.17
164350,74,401,292,17,22.76,35.25
164515,75,402,275,17,22.76,35.24
164680,75,401,245,17,22.76,35.29
164845,75,401,207,16,22.75,35.34
[AI Probe] Fire: 0.00 | No-Fire: 0.00 | Flame: 17.00
165042,75,401,304,17,22.73,35.41
165207,74,401,279,17,22.75,35.37
165372,74,402,287,17,22.76,35.43
165537,75,402,307,17,22.75,35.50
165702,75,402,200,16,22.76,35.60
165867,74,402,204,17,22.77,35.72
166032,75,402,210,16,22.76,35.74
166197,75,402,209,17,22.76,35.85
166362,75,402,183,17,22.75,35.93
166527,74,402,175,16,22.77,36.18
166692,74,402,193,17,22.76,36.56
166857,75,403,212,17,22.76,36.99
167022,75,403,183,17,22.78,37.49
167187,75,403,211,17,22.76,38.07
167352,75,403,225,17,22.76,38.61
167517,75,402,214,16,22.75,39.16
167682,75,403,179,17,22.75,39.66
167847,76,402,190,16,22.75,40.11
168012,75,403,230,17,22.76,40.51
168177,76,402,223,16,22.74,40.87
[AI Probe] Fire: 0.01 | No-Fire: 0.00 | Flame: 17.00
168374,75,402,220,16,22.72,41.27
168539,77,403,185,20,22.73,41.57
168704,76,403,199,16,22.72,41.85
168869,75,403,231,17,22.72,42.11
169034,76,403,217,17,22.73,42.27
169199,76,403,207,15,22.73,42.37
169364,76,403,219,17,22.71,42.41
169529,76,403,250,17,22.73,42.31
169694,76,403,238,17,22.72,42.06
169859,76,403,230,17,22.73,41.69
170024,76,403,237,17,22.73,41.30
170189,76,403,244,17,22.73,41.00
170354,77,403,218,17,22.72,40.86
170519,76,403,286,17,22.72,40.91
170684,77,403,291,17,22.73,41.00
