timestamp,smoke,voc,co,flame,temp,hum,label,scenario,filename,humid
5574731,99,511,535,1,26.34,47.3,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205457_19.csv,
5574831,99,511,535,0,26.34,47.29,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205457_19.csv,
5574931,99,511,535,0,26.35,47.29,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205457_19.csv,
5457231,97,508,534,1,24.9,50.44,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5457331,97,508,534,1,24.89,50.43,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5457431,97,508,534,1,24.89,50.4,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5457531,97,509,534,1,24.9,50.42,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5457631,97,509,534,0,24.88,50.39,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5457731,97,509,534,1,24.9,50.43,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5457831,97,508,534,1,24.88,50.45,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5457931,97,508,534,1,24.89,50.47,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458031,97,508,534,1,24.89,50.43,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458131,97,509,533,2,24.89,50.49,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458231,97,509,534,0,24.9,50.51,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458331,98,509,534,1,24.91,50.52,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458431,97,508,534,0,24.91,50.51,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458531,97,509,534,0,24.89,50.51,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458631,97,508,535,1,24.9,50.51,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458731,97,508,534,1,24.91,50.47,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458831,97,508,535,0,24.91,50.48,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5458931,97,509,535,0,24.93,50.49,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459031,97,508,535,1,24.93,50.53,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459131,97,508,536,0,24.93,50.51,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459231,97,508,536,0,24.92,50.53,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459331,97,508,536,0,24.93,50.51,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459431,97,508,536,1,24.94,50.54,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459531,98,508,536,1,24.93,50.55,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459631,97,508,536,1,24.93,50.58,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459731,97,509,535,1,24.94,50.61,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459831,97,509,536,1,24.93,50.58,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5459931,97,509,535,1,24.94,50.57,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460031,97,509,536,1,24.94,50.63,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460131,97,509,534,0,24.94,50.64,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460231,97,508,536,1,24.96,50.65,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460331,97,508,535,1,24.96,50.68,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460431,97,508,536,1,24.95,50.65,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460531,97,509,536,1,24.95,50.7,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460631,97,508,536,1,24.95,50.68,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460731,97,509,536,1,24.95,50.66,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460831,97,508,536,0,24.95,50.66,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5460931,98,509,536,1,24.94,50.68,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461031,97,508,536,0,24.96,50.66,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461131,97,509,537,1,24.94,50.69,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461231,97,508,536,1,24.95,50.68,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461331,97,509,535,0,24.95,50.66,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461431,98,508,535,2,24.96,50.67,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461531,97,509,536,1,24.96,50.65,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461631,98,509,536,0,24.96,50.65,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461731,97,509,536,1,24.95,50.6,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461831,98,509,536,0,24.95,50.57,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5461931,98,509,536,0,24.96,50.55,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462031,97,509,535,1,24.96,50.58,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462131,97,509,535,1,24.96,50.57,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462231,97,509,535,0,24.97,50.59,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462331,98,509,535,1,24.97,50.59,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462431,97,509,535,1,24.97,50.6,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462531,97,509,536,0,24.97,50.62,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462631,97,508,535,1,24.97,50.62,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462731,97,509,535,1,24.98,50.63,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462831,97,508,535,1,24.99,50.64,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5462931,98,509,535,1,25.01,50.64,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463031,97,508,535,0,25.02,50.66,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463131,98,509,536,1,25.02,50.67,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463231,97,509,535,0,25.02,50.67,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463331,98,508,535,1,25.02,50.7,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463431,97,507,533,0,25.04,50.69,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463531,98,509,534,0,25.06,50.7,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463631,97,509,534,1,25.05,50.71,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463731,98,509,534,1,25.06,50.72,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463831,97,509,534,0,25.07,50.73,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5463931,97,509,535,1,25.09,50.79,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464031,98,509,535,0,25.09,50.75,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464131,98,509,534,1,25.09,50.77,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464231,98,509,534,1,25.1,50.74,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464331,98,509,534,1,25.11,50.78,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464431,97,509,534,1,25.12,50.68,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464531,97,509,534,0,25.14,50.68,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464631,98,509,534,1,25.13,50.65,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464731,98,509,534,1,25.14,50.66,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464831,98,508,532,3,25.15,50.65,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5464931,97,508,533,2,25.15,50.61,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465031,98,509,534,0,25.15,50.6,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465131,97,509,535,1,25.16,50.58,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465231,97,509,535,1,25.16,50.56,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465331,98,509,534,1,25.15,50.5,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465431,98,509,534,1,25.17,50.5,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465531,97,509,534,1,25.17,50.47,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465631,98,509,534,1,25.18,50.39,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465731,97,509,534,0,25.19,50.38,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465831,97,509,534,1,25.18,50.35,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5465931,97,509,534,1,25.19,50.3,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466031,97,509,534,1,25.19,50.28,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466131,97,509,533,1,25.2,50.25,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466231,97,509,533,1,25.19,50.22,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466331,97,509,534,1,25.19,50.21,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466431,97,509,534,1,25.2,50.16,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466531,97,509,534,1,25.21,50.16,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466631,98,509,534,1,25.2,50.15,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466731,97,509,535,0,25.22,50.15,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466831,97,509,535,1,25.21,50.07,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5466931,97,509,535,1,25.22,50.03,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
5467031,98,509,535,0,25.23,50.02,no_fire,hvac_transient,no_fire__hvac_transient_20260125_205308_10.csv,
1320500,70,405,441,0,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.19
1320600,69,405,442,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.2
1320700,71,405,441,0,19.15,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.17
1320800,68,406,441,2,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.17
1320900,70,405,441,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.14
1321000,69,405,441,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.17
1321100,69,405,440,4,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.17
1321200,69,405,441,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.14
1321300,68,405,440,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.12
1321400,69,405,440,0,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.12
1321500,69,405,440,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.15
1321600,67,405,439,1,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.15
1321700,69,405,438,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.12
1321800,68,405,438,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.15
1321900,67,405,438,2,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.15
1322000,68,405,437,1,19.15,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.12
1322100,69,405,439,0,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.1
1322200,67,405,438,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.13
1322300,68,405,438,2,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.14
1322400,70,405,438,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.13
1322500,70,405,438,0,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.08
1322600,67,405,437,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.09
1322700,70,406,435,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.08
1322800,70,406,434,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.07
1322900,70,403,434,0,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.07
1323000,69,405,433,2,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.07
1323100,68,405,435,1,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.09
1323200,70,406,435,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.08
1323300,69,407,434,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.06
1323400,67,405,435,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.02
1323500,69,406,435,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.04
1323600,69,405,435,1,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.04
1323700,69,405,435,0,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.96
1323800,69,407,435,0,19.15,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.99
1323900,69,405,435,1,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.01
1324000,68,405,435,0,19.11,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.98
1324100,70,405,435,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.96
1324200,70,405,435,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.96
1324300,69,405,433,2,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.94
1324400,70,405,432,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.94
1324500,67,405,432,1,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.98
1324600,69,406,432,0,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.94
1324700,69,405,432,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.96
1324800,69,405,432,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.89
1324900,69,405,433,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.95
1325000,68,405,434,1,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.96
1325100,69,406,434,0,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.94
1325200,70,405,434,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.94
1325300,68,405,434,2,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.96
1325400,68,405,435,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.99
1325500,70,406,435,2,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.94
1325600,69,405,435,0,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,48.98
1325700,69,405,435,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.02
1325800,69,405,435,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.01
1325900,69,405,436,1,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.04
1326000,69,406,436,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.04
1326100,69,405,435,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.08
1326200,69,406,435,2,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.07
1326300,70,405,435,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.09
1326400,70,405,436,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.13
1326500,68,406,436,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.14
1326600,69,405,437,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.12
1326700,69,405,436,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.17
1326800,69,405,437,7,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.16
1326900,68,405,436,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.18
1327000,69,405,438,2,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.23
1327100,68,405,438,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.21
1327200,69,405,438,0,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.26
1327300,69,405,438,1,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.25
1327400,67,405,438,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.29
1327500,68,405,438,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.28
1327600,69,405,438,0,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.32
1327700,69,405,439,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.29
1327800,71,405,440,0,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.28
1327900,68,405,440,1,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.31
1328000,70,405,441,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.27
1328100,70,405,442,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.28
1328200,70,405,441,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.28
1328300,70,405,443,2,19.12,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.27
1328400,67,405,442,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.27
1328500,69,405,441,2,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.28
1328600,69,405,441,2,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.29
1328700,70,405,442,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.26
1328800,70,405,442,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.24
1328900,70,405,442,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.22
1329000,70,405,441,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.25
1329100,70,405,442,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.24
1329200,67,405,442,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.22
1329300,70,405,442,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.2
1329400,68,405,442,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.19
1329500,68,405,442,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.15
1329600,70,405,441,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.16
1329700,69,405,443,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.14
1329800,70,405,444,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.12
1329900,70,405,445,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.1
1330000,70,405,445,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.08
1330100,69,405,444,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.06
1330200,67,405,444,0,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.1
1330300,70,405,444,1,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.06
1330400,67,405,443,0,19.14,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.03
1330500,69,405,443,1,19.13,,no_fire,base_room_air,no_fire__base_room_air_20260118_201525_16.csv,49.03
1357200,70,404,435,0,19.16,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,48.93
1357300,70,404,436,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,48.93
1357400,69,404,435,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,48.91
1357500,69,404,436,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,48.96
1357600,69,403,436,1,19.15,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,48.97
1357700,70,403,437,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.01
1357800,69,404,436,2,19.16,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,48.99
1357900,67,403,437,2,19.16,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.0
1358000,70,404,436,1,19.15,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.02
1358100,69,403,437,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.06
1358200,69,404,436,1,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.1
1358300,71,403,439,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.16
1358400,68,404,440,1,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.12
1358500,70,404,440,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.13
1358600,69,403,442,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.23
1358700,70,404,441,2,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.24
1358800,70,404,439,1,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.25
1358900,66,404,439,1,19.16,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.27
1359000,68,403,440,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.28
1359100,69,403,441,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.31
1359200,70,403,441,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.33
1359300,70,403,440,2,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.38
1359400,69,403,439,1,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.4
1359500,70,403,440,0,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.43
1359600,70,404,440,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.41
1359700,69,404,439,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.44
1359800,70,403,442,1,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.48
1359900,69,404,442,0,19.16,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.46
1360000,68,403,442,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.5
1360100,70,404,441,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.48
1360200,70,403,442,0,19.16,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.56
1360300,69,404,441,1,19.19,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.54
1360400,68,403,440,1,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.54
1360500,68,403,438,2,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.55
1360600,68,403,439,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.56
1360700,70,404,439,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.56
1360800,68,403,440,0,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.58
1360900,70,403,439,0,19.16,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.57
1361000,69,403,438,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.59
1361100,70,404,438,0,19.18,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.64
1361200,68,404,440,0,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.62
1361300,69,403,440,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.61
1361400,67,404,439,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.59
1361500,69,404,440,1,19.17,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.64
1361600,69,404,440,0,19.16,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.58
1361700,67,403,439,1,19.15,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.58
1361800,70,404,439,0,19.16,,no_fire,base_room_air,no_fire__base_room_air_20260118_201602_19.csv,49.59
