timestamp,smoke,voc,co,flame,temp,hum
5493231,98,510,535,1,25.62,48.93
5493331,98,510,535,1,25.62,48.95
5493431,98,510,534,0,25.62,48.96
5493531,98,510,534,1,25.62,48.88
5493631,98,510,534,1,25.63,48.91
5493731,98,510,534,1,25.61,48.89
5493831,98,510,534,1,25.61,48.87
5493931,99,511,534,6,25.62,48.83
5494031,98,510,534,1,25.63,48.85
5494131,98,510,533,0,25.62,48.81
5494231,98,510,534,1,25.62,48.85
5494331,98,510,534,0,25.62,48.86
5494431,98,510,534,1,25.62,48.85
5494531,98,510,534,0,25.62,48.86
5494631,98,510,535,0,25.62,48.87
5494731,98,510,534,1,25.62,48.85
5494831,98,510,535,0,25.63,48.87
5494931,98,510,534,1,25.63,48.89
5495031,98,510,534,1,25.63,48.87
5495131,98,510,535,1,25.63,48.91
5495231,98,510,535,1,25.63,48.89
5495331,98,510,535,1,25.64,48.87
5495431,98,510,535,1,25.62,48.89
5495531,99,510,535,0,25.62,48.87
5495631,98,510,534,1,25.64,48.85
5495731,98,510,536,1,25.63,48.87
5495831,98,510,535,1,25.62,48.83
5495931,98,510,536,0,25.63,48.84
5496031,98,510,536,1,25.62,48.86
5496131,98,510,534,1,25.63,48.85
5496231,98,510,535,1,25.63,48.87
5496331,98,510,535,1,25.63,48.83
5496431,98,510,535,1,25.62,48.82
5496531,98,510,536,1,25.63,48.87
5496631,98,510,535,1,25.63,48.82
5496731,98,510,536,1,25.64,48.84
5496831,98,510,536,1,25.64,48.83
5496931,97,510,536,0,25.64,48.81
5497031,98,510,536,0,25.64,48.80
5497131,98,510,537,0,25.64,48.80
5497231,98,510,536,0,25.64,48.78
5497331,98,510,536,1,25.63,48.76
5497431,98,510,536,0,25.66,48.80
5497531,98,510,536,1,25.64,48.80
5497631,98,510,536,1,25.65,48.78
5497731,98,510,536,1,25.66,48.77
5497831,98,510,536,1,25.65,48.77
5497931,98,510,536,1,25.65,48.74
5498031,98,510,536,1,25.65,48.74
5498131,98,510,536,1,25.65,48.77
5498231,98,510,536,1,25.66,48.72
5498331,98,510,537,1,25.66,48.75
5498431,98,510,536,1,25.65,48.70
5498531,98,510,536,0,25.66,48.69
5498631,98,510,536,1,25.66,48.73
5498731,98,510,537,0,25.66,48.74
5498831,98,510,536,1,25.66,48.72
5498931,98,510,536,0,25.67,48.74
5499031,98,510,536,0,25.67,48.73
5499131,98,510,537,0,25.66,48.72
5499231,98,510,537,1,25.66,48.77
5499331,98,509,537,1,25.67,48.75
5499431,98,509,536,0,25.67,48.74
5499531,98,510,536,1,25.67,48.76
5499631,98,510,536,1,25.67,48.77
5499731,98,510,536,1,25.67,48.75
5499831,98,510,536,0,25.66,48.72
5499931,98,510,536,1,25.67,48.73
5500031,98,510,536,1,25.68,48.73
5500131,98,510,535,1,25.66,48.70
5500231,98,510,535,1,25.66,48.69
5500331,98,510,535,0,25.67,48.68
5500431,97,510,536,0,25.67,48.71
5500531,98,510,535,0,25.68,48.69
5500631,98,510,536,1,25.69,48.69
5500731,98,510,535,1,25.69,48.65
5500831,98,510,535,1,25.69,48.64
5500931,98,510,535,1,25.68,48.65
5501031,98,510,535,0,25.67,48.65
5501131,98,510,536,1,25.69,48.65
5501231,98,510,539,0,25.69,48.65
5501331,98,510,535,1,25.70,48.66
5501431,96,510,535,1,25.69,48.68
5501531,98,510,535,0,25.69,48.67
5501631,99,510,535,1,25.69,48.71
5501731,99,510,535,1,25.68,48.68
5501831,98,510,535,1,25.69,48.74
5501931,98,510,535,1,25.68,48.73
5502031,98,510,535,1,25.68,48.75
5502131,98,510,534,1,25.67,48.76
5502231,98,510,535,0,25.68,48.76
5502331,98,510,534,1,25.70,48.81
5502431,98,510,535,1,25.69,48.77
5502531,98,510,535,0,25.69,48.78
5502631,98,510,535,1,25.69,48.84
5502731,98,510,534,1,25.70,48.79
5502831,98,510,534,1,25.67,48.83
5502931,98,510,534,1,25.69,48.82
5503031,95,511,533,0,25.70,48.78
