timestamp,smoke,voc,co,flame,temp,hum
3511431,97,508,242,0,22.57,56.08
3511531,95,508,243,0,22.58,56.11
3511631,95,508,242,0,22.59,56.10
3511731,97,508,242,0,22.58,56.07
3511831,98,508,241,0,22.58,56.09
3511931,98,508,242,0,22.57,56.10
3512031,98,508,243,1,22.57,56.06
3512131,96,508,243,0,22.58,56.07
3512231,97,508,243,2,22.59,56.07
3512331,97,507,243,1,22.59,56.05
3512431,97,508,243,0,22.59,56.05
3512531,97,508,243,1,22.59,56.06
3512631,97,508,243,0,22.59,56.07
3512731,97,508,242,0,22.59,56.03
3512831,97,508,242,0,22.58,56.03
3512931,98,508,243,2,22.59,56.03
3513031,97,507,241,0,22.59,56.03
3513131,98,508,243,0,22.59,56.03
3513231,95,508,243,2,22.58,56.04
3513331,95,508,243,2,22.60,56.01
3513431,97,508,243,2,22.59,56.01
3513531,96,508,243,0,22.57,56.00
3513631,98,508,243,0,22.58,56.00
3513731,97,508,243,0,22.59,55.99
3513831,97,508,243,1,22.58,55.99
3513931,97,507,242,0,22.59,55.99
3514031,97,508,243,0,22.59,55.97
3514131,96,508,243,2,22.59,55.96
3514231,97,508,243,0,22.58,55.98
3514331,97,508,243,0,22.59,55.97
3514431,97,508,243,0,22.60,55.94
3514531,98,508,243,3,22.59,55.96
3514631,98,508,243,3,22.59,55.96
3514731,96,508,242,0,22.60,55.95
3514831,97,508,243,2,22.58,55.97
3514931,97,508,241,0,22.58,55.95
3515031,98,507,243,0,22.59,55.97
3515131,98,508,243,1,22.59,55.96
3515231,97,508,242,1,22.60,55.94
3515331,98,508,242,2,22.59,55.92
3515431,95,507,243,2,22.60,55.94
3515531,98,508,241,0,22.60,55.91
3515631,95,508,243,1,22.60,55.91
3515731,97,508,243,0,22.60,55.88
3515831,97,508,243,1,22.60,55.94
3515931,98,507,242,0,22.60,55.87
3516031,97,508,243,2,22.60,55.91
3516131,97,508,243,0,22.60,55.92
3516231,96,507,242,1,22.60,55.87
3516331,96,508,243,2,22.60,55.87
3516431,96,508,243,1,22.59,55.88
3516531,95,508,242,2,22.59,55.88
3516631,95,508,242,2,22.58,55.87
3516731,96,508,243,0,22.60,55.86
3516831,95,508,243,1,22.58,55.87
3516931,96,508,241,0,22.59,55.89
3517031,97,508,242,1,22.59,55.86
3517131,99,507,243,2,22.58,55.88
3517231,95,508,241,1,22.58,55.90
3517331,96,508,242,2,22.58,55.89
3517431,95,508,243,0,22.58,55.85
3517531,95,507,242,2,22.57,55.87
3517631,98,508,242,0,22.58,55.88
3517731,97,508,242,0,22.59,55.85
3517831,96,508,243,0,22.59,55.86
3517931,96,508,243,3,22.60,55.89
3518031,96,508,241,0,22.60,55.87
3518131,95,508,241,0,22.60,55.89
3518231,96,507,243,0,22.58,55.88
3518331,97,508,243,0,22.58,55.92
3518431,97,508,242,2,22.59,55.87
3518531,96,507,243,1,22.59,55.90
3518631,96,508,242,2,22.57,55.86
3518731,97,508,243,0,22.57,55.89
3518831,96,507,241,2,22.58,55.87
3518931,97,508,243,1,22.59,55.90
3519031,95,507,242,0,22.58,55.89
3519131,97,508,242,0,22.58,55.89
3519231,97,508,242,2,22.58,55.89
3519331,97,508,242,0,22.58,55.87
3519431,96,508,242,2,22.58,55.91
3519531,96,508,243,1,22.60,55.88
3519631,98,508,243,0,22.58,55.86
3519731,96,507,242,0,22.59,55.89
3519831,96,508,241,0,22.58,55.87
3519931,98,508,243,1,22.59,55.89
3520031,97,508,242,1,22.58,55.86
3520131,97,508,243,1,22.58,55.89
3520231,98,508,242,1,22.59,55.90
3520331,95,508,243,0,22.59,55.91
3520431,96,507,242,2,22.59,55.92
3520531,98,508,242,2,22.59,55.91
3520631,95,507,243,2,22.57,55.93
3520731,97,508,242,0,22.58,55.91
3520831,98,507,243,0,22.58,55.87
3520931,98,508,243,0,22.59,55.89
3521031,98,508,243,1,22.58,55.89
3521131,95,508,243,0,22.59,55.93
3521231,96,508,243,0,22.58,55.92
