timestamp,smoke,voc,co,flame,temp,hum
250680,517,728,19,0,23.89,50.35
250780,515,728,17,1,23.88,50.36
250880,515,728,18,1,23.89,50.35
250980,515,728,17,0,23.89,50.33
251080,514,727,19,1,23.89,50.32
251180,513,727,19,1,23.88,50.36
251280,512,727,17,2,23.88,50.31
251380,513,726,17,0,23.89,50.33
251480,525,726,19,0,23.89,50.35
251580,535,726,18,0,23.90,50.31
251680,539,725,18,2,23.90,50.33
251780,539,724,17,2,23.88,50.30
251880,539,725,17,0,23.90,50.32
251980,539,724,17,0,23.91,50.33
252080,538,724,18,0,23.92,50.33
252180,537,722,19,1,23.92,50.36
252280,535,722,18,0,23.91,50.34
252380,532,722,16,0,23.91,50.32
252480,530,721,18,3,23.90,50.31
252580,528,720,18,0,23.91,50.29
252680,526,720,19,1,23.91,50.31
252780,525,720,17,0,23.90,50.34
252880,525,720,18,1,23.90,50.28
252980,524,720,18,0,23.91,50.29
253080,523,719,19,1,23.91,50.32
253180,522,717,18,0,23.90,50.31
253280,521,717,16,4,23.91,50.28
253380,520,717,18,1,23.92,50.34
253480,520,717,16,0,23.92,50.29
253580,521,715,16,1,23.91,50.30
253680,521,716,17,1,23.91,50.24
253780,520,717,19,1,23.92,50.29
253880,520,715,18,1,23.92,50.27
253980,522,714,17,0,23.93,50.29
254080,523,715,16,3,23.92,50.29
254180,523,715,18,2,23.93,50.30
254280,524,714,18,1,23.91,50.26
254380,524,715,19,0,23.92,50.24
254480,525,715,17,0,23.92,50.30
254580,525,715,18,0,23.92,50.24
254680,524,714,18,0,23.92,50.25
254780,524,716,17,0,23.92,50.28
254880,522,716,18,2,23.92,50.22
254980,521,716,18,1,23.92,50.24
255080,521,716,17,0,23.92,50.25
255180,521,714,17,0,23.93,50.25
255280,523,716,18,0,23.92,50.24
255380,524,716,17,0,23.92,50.24
255480,526,715,17,0,23.93,50.20
255580,526,714,17,1,23.93,50.25
255680,526,715,16,1,23.91,50.27
255780,526,714,17,0,23.92,50.23
255880,526,715,18,0,23.93,50.24
255980,526,715,15,0,23.93,50.25
256080,528,713,17,1,23.91,50.23
256180,529,713,16,0,23.92,50.26
256280,529,712,17,0,23.92,50.22
256380,529,713,16,0,23.93,50.25
256480,531,711,17,0,23.92,50.24
256580,535,711,15,1,23.94,50.22
256680,541,711,17,0,23.92,50.18
256780,546,710,17,2,23.93,50.22
256880,549,710,16,1,23.92,50.20
256980,548,709,16,1,23.92,50.19
257080,546,708,17,0,23.92,50.18
257180,546,709,17,1,23.91,50.16
257280,554,707,17,0,23.93,50.19
257380,566,709,17,0,23.92,50.17
257480,575,709,16,0,23.93,50.14
257580,581,707,15,0,23.93,50.16
257680,583,708,15,0,23.93,50.18
257780,583,708,17,2,23.92,50.15
257880,581,706,16,1,23.93,50.14
257980,578,706,17,0,23.93,50.14
258080,574,706,16,0,23.93,50.15
258180,569,704,18,5,23.92,50.14
258280,565,705,15,0,23.93,50.19
258380,562,704,17,0,23.93,50.16
258480,558,705,18,1,23.93,50.18
258580,555,703,18,1,23.93,50.17
258680,552,704,15,0,23.92,50.18
258780,549,703,17,2,23.91,50.20
258880,546,703,17,0,23.92,50.16
258980,546,702,17,0,23.92,50.19
259080,554,702,17,0,23.92,50.20
259180,559,702,18,0,23.92,50.20
259280,559,702,17,1,23.92,50.18
259380,557,701,17,2,23.92,50.20
259480,554,700,17,1,23.90,50.16
259580,551,701,15,0,23.92,50.19
259680,549,700,15,0,23.92,50.22
259780,546,699,17,1,23.92,50.19
259880,543,699,18,1,23.91,50.23
259980,543,699,16,0,23.90,50.22
260080,556,698,17,0,23.90,50.20
260180,577,699,15,0,23.90,50.19
260280,594,699,15,1,23.91,50.19
260380,609,698,15,1,23.89,50.22
260480,619,699,17,0,23.89,50.20
